registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,vnnic,VN,Viet Nam,asn,AS154712,154712,1,2026-06-10,,A92DDB79,ONEHUB COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df7:1740::/48,2001:df7:1740::,48,2026-06-09,,A926AC09,Fibo Connect Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS154706,154706,1,2026-06-08,,A926AC09,Fibo Connect Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,162.4.200.0/23,162.4.200.0,512,2026-06-01,,A92DDB79,ONEHUB COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2402:60a0::/32,2402:60a0::,32,2026-06-01,,A92DDB79,ONEHUB COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS132206,132206,1,2026-05-29,,A9212352,DC DIGITAL DATA HUB COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154697,154697,1,2026-05-25,,A92547B8,Hasaki Vietnam Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS154698,154698,1,2026-05-25,,A925BB49,Perfin Entertainment and Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS154699,154699,1,2026-05-25,,A9273C68,Unica Solutions Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,162.4.176.0/23,162.4.176.0,512,2026-05-24,,A9273C68,Unica Solutions Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df7:1040::/48,2001:df7:1040::,48,2026-05-24,,A9273C68,Unica Solutions Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,162.4.160.0/23,162.4.160.0,512,2026-05-21,,A925BB49,Perfin Entertainment and Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df7:dc0::/48,2001:df7:dc0::,48,2026-05-21,,A925BB49,Perfin Entertainment and Technology Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,162.4.138.0/23,162.4.138.0,512,2026-05-19,,A92547B8,Hasaki Vietnam Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df7:b40::/48,2001:df7:b40::,48,2026-05-19,,A92547B8,Hasaki Vietnam Joint Stock Company
ripencc,,VN,Viet Nam,asn,AS215664,215664,1,2026-05-18,,85350b83-276c-47af-b188-c237396789a2,Nguyen Doan Hung
apnic,vnnic,VN,Viet Nam,ipv4,162.4.8.0/23,162.4.8.0,512,2026-04-21,,A9227EB9,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:f540::/48,2001:df6:f540::,48,2026-04-21,,A9227EB9,Vietnam Internet Network Information Center (VNNIC)
ripencc,,VN,Viet Nam,asn,AS199890,199890,1,2026-03-19,,6cc19644-680c-43b9-923c-1ae6635b3165,Nguyen Quang Minh
apnic,vnnic,VN,Viet Nam,ipv4,163.128.60.0/23,163.128.60.0,512,2026-03-16,,A92C0EBB,XYLENTIS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:d440::/48,2001:df6:d440::,48,2026-03-16,,A92C0EBB,XYLENTIS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154552,154552,1,2026-03-16,,A92C0EBB,XYLENTIS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS133047,133047,1,2026-03-13,,A92571F8,P9 TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154546,154546,1,2026-03-13,,A92B0A8D,SAO VIET NETWORK SOLUTIONS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,163.128.42.0/23,163.128.42.0,512,2026-03-11,,A92B0A8D,SAO VIET NETWORK SOLUTIONS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:cfc0::/48,2001:df6:cfc0::,48,2026-03-11,,A92B0A8D,SAO VIET NETWORK SOLUTIONS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,163.128.36.0/23,163.128.36.0,512,2026-03-10,,A92571F8,P9 TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:ce40::/48,2001:df6:ce40::,48,2026-03-10,,A92571F8,P9 TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS142055,142055,1,2026-03-05,,A92BF92A,86th Command - Ministry of National Defence
apnic,vnnic,VN,Viet Nam,asn,AS154491,154491,1,2026-02-09,,A92C3B8F,NETCORE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS150344,150344,1,2026-02-04,,A92F3366,FPT Wallet Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,151.158.130.0/23,151.158.130.0,512,2026-02-03,,A92C3B8F,NETCORE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:ab40::/48,2001:df6:ab40::,48,2026-02-03,,A92C3B8F,NETCORE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,151.158.126.0/23,151.158.126.0,512,2026-02-02,,A92F3366,FPT Wallet Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:aac0::/48,2001:df6:aac0::,48,2026-02-02,,A92F3366,FPT Wallet Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS142260,142260,1,2026-02-02,,A92AF020,"Skydome Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv4,151.158.108.0/23,151.158.108.0,512,2026-01-30,,A928FA10,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:a840::/48,2001:df6:a840::,48,2026-01-30,,A928FA10,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv4,151.158.102.0/23,151.158.102.0,512,2026-01-29,,A92AF020,"Skydome Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:a540::/48,2001:df6:a540::,48,2026-01-29,,A92AF020,"Skydome Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv4,151.158.94.0/23,151.158.94.0,512,2026-01-28,,A92BF92A,86th Command - Ministry of National Defence
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:a3c0::/48,2001:df6:a3c0::,48,2026-01-28,,A92BF92A,86th Command - Ministry of National Defence
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:a1c0::/48,2001:df6:a1c0::,48,2026-01-26,,A9260CD8,TEPAYLINK JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2402:4ae0::/32,2402:4ae0::,32,2026-01-26,,A92741D6,Telehouse international corporation of vietnam
apnic,vnnic,VN,Viet Nam,asn,AS142241,142241,1,2026-01-26,,A9260CD8,TEPAYLINK JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,151.158.64.0/23,151.158.64.0,512,2026-01-22,,A9260CD8,TEPAYLINK JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS142211,142211,1,2026-01-15,,A92DC7E4,DCNET TELECOM
apnic,vnnic,VN,Viet Nam,ipv6,2402:43a0::/32,2402:43a0::,32,2025-12-29,,A92B97BD,NOBIDEV COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:80c0::/48,2001:df6:80c0::,48,2025-12-26,,A926B421,DIGITOT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS149007,149007,1,2025-12-26,,A926B421,DIGITOT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,144.79.188.0/23,144.79.188.0,512,2025-12-23,,A926B421,DIGITOT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154460,154460,1,2025-12-22,,A925FBEB,DHD TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,144.79.172.0/23,144.79.172.0,512,2025-12-19,,A925FBEB,DHD TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:77c0::/48,2001:df6:77c0::,48,2025-12-19,,A925FBEB,DHD TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154431,154431,1,2025-12-15,,A92AF248,TICK PLATFORM JOINT STOCK COMPANY
ripencc,,VN,Viet Nam,asn,AS206098,206098,1,2025-12-15,,77700078-b8b9-4e84-bb24-edc7ef1fc879,Minh Duc Vo
apnic,vnnic,VN,Viet Nam,ipv4,144.79.110.0/23,144.79.110.0,512,2025-12-11,,A92AF248,TICK PLATFORM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:6f40::/48,2001:df6:6f40::,48,2025-12-11,,A92AF248,TICK PLATFORM JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,144.79.78.0/23,144.79.78.0,512,2025-12-05,,A926A22E,VIETNAM MARITIME COMMUNICATION AND ELECTRONICS SINGLE-MEMBER LIMITED LIABILITY COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:6740::/48,2001:df6:6740::,48,2025-12-05,,A926A22E,VIETNAM MARITIME COMMUNICATION AND ELECTRONICS SINGLE-MEMBER LIMITED LIABILITY COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154406,154406,1,2025-12-05,,A926A22E,VIETNAM MARITIME COMMUNICATION AND ELECTRONICS SINGLE-MEMBER LIMITED LIABILITY COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:60c0::/48,2001:df6:60c0::,48,2025-12-01,,A92997EC,TVL Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS132301,132301,1,2025-12-01,,A92997EC,TVL Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS154388,154388,1,2025-11-25,,A9216EB4,ETC Technology System Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS154389,154389,1,2025-11-25,,A92D25EB,N Group Investment Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,144.79.14.0/23,144.79.14.0,512,2025-11-24,,A92F7447,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:5b40::/48,2001:df6:5b40::,48,2025-11-24,,A92925A7,Dak Lak Province Smart City Monitoring and Operation Center
apnic,vnnic,VN,Viet Nam,asn,AS150323,150323,1,2025-11-24,,A92925A7,Dak Lak Province Smart City Monitoring and Operation Center
apnic,vnnic,VN,Viet Nam,ipv4,144.79.12.0/23,144.79.12.0,512,2025-11-23,,A92997EC,TVL Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,138.252.244.0/23,138.252.244.0,512,2025-11-19,,A9216EB4,ETC Technology System Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,138.252.218.0/23,138.252.218.0,512,2025-11-17,,A92925A7,Dak Lak Province Smart City Monitoring and Operation Center
apnic,,VN,Viet Nam,ipv4,138.252.206.0/23,138.252.206.0,512,2025-11-13,,A91352D1,DCConnect Vietnam Company Limited
apnic,,VN,Viet Nam,ipv6,2001:df6:50c0::/48,2001:df6:50c0::,48,2025-11-13,,A91352D1,DCConnect Vietnam Company Limited
apnic,,VN,Viet Nam,asn,AS154364,154364,1,2025-11-12,,A91352D1,DCConnect Vietnam Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4a40::/48,2001:df6:4a40::,48,2025-11-10,,A9210859,ATZ CORP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154350,154350,1,2025-11-10,,A9210859,ATZ CORP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,138.252.142.0/23,138.252.142.0,512,2025-11-05,,A92F990B,VINFAST Production and Trading Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,138.252.152.0/23,138.252.152.0,512,2025-11-05,,A9210859,ATZ CORP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:46c0::/48,2001:df6:46c0::,48,2025-11-05,,A92F990B,VINFAST Production and Trading Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS142025,142025,1,2025-11-05,,A92F990B,VINFAST Production and Trading Joint Stock Company
apnic,vnnic,VN,Viet Nam,asn,AS154339,154339,1,2025-11-04,,A9279E10,"Zyn Data Technology Solutions Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv4,138.252.132.0/23,138.252.132.0,512,2025-11-03,,A9279E10,"Zyn Data Technology Solutions Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:4540::/48,2001:df6:4540::,48,2025-11-03,,A9279E10,"Zyn Data Technology Solutions Co., Ltd."
arin,,VN,Viet Nam,asn,AS23378,23378,1,2025-10-28,,4f0625b4abf53cf9dc27df4d48376f98,Sign Solutions LLC
ripencc,,VN,Viet Nam,ipv6,2001:678:1110::/48,2001:678:1110::,48,2025-10-27,,7f7b9a9c-dc72-45eb-b8c7-39fd1773754d,Nguyen Ba dung
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:2640::/48,2001:df6:2640::,48,2025-09-25,,A92CC1DF,ANZIX Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,121.200.216.0/23,121.200.216.0,512,2025-09-18,,A92AD3A4,MCO HA NOI TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:22c0::/48,2001:df6:22c0::,48,2025-09-18,,A92AD3A4,MCO HA NOI TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154247,154247,1,2025-09-18,,A92AD3A4,MCO HA NOI TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df6:1fc0::/48,2001:df6:1fc0::,48,2025-09-15,,A92A6043,MISA-VN
arin,,VN,Viet Nam,ipv4,23.145.60.0/24,23.145.60.0,256,2025-09-11,,4f0625b4abf53cf9dc27df4d48376f98,Sign Solutions LLC
arin,,VN,Viet Nam,ipv6,2602:f579::/36,2602:f579::,36,2025-09-02,,4f0625b4abf53cf9dc27df4d48376f98,Sign Solutions LLC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:fe40::/48,2001:df5:fe40::,48,2025-08-18,,A92D458A,VINTEK VIET NAM TECHNOLOGY TELECOM COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,49.213.40.0/23,49.213.40.0,512,2025-08-12,,A925A17F,MOBIFONE DIGITAL PAYMENT JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:fb40::/48,2001:df5:fb40::,48,2025-08-12,,A925A17F,MOBIFONE DIGITAL PAYMENT JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154144,154144,1,2025-08-12,,A925A17F,MOBIFONE DIGITAL PAYMENT JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,110.172.26.0/23,110.172.26.0,512,2025-08-11,,A92A515D,COMMERCIAL MOBILE INFORMATION TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,110.172.28.0/23,110.172.28.0,512,2025-08-11,,A92B3AC5,Contabo Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:f7c0::/48,2001:df5:f7c0::,48,2025-08-11,,A92B3AC5,Contabo Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2402:2220::/32,2402:2220::,32,2025-08-11,,A92A515D,COMMERCIAL MOBILE INFORMATION TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154134,154134,1,2025-08-11,,A92A515D,COMMERCIAL MOBILE INFORMATION TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154135,154135,1,2025-08-11,,A92B3AC5,Contabo Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,45.115.16.0/23,45.115.16.0,512,2025-08-06,,A92E0303,Viet Huy Software Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:f3c0::/48,2001:df5:f3c0::,48,2025-08-06,,A92E0303,Viet Huy Software Company Limited
ripencc,,VN,Viet Nam,asn,AS205927,205927,1,2025-08-01,,e67c35c1-3293-43de-88bf-af5cb77d7fc4,HA VAN HOANG
apnic,vnnic,VN,Viet Nam,ipv4,202.83.0.0/23,202.83.0.0,512,2025-07-30,,A92B7674,AI SAO VANG JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,202.83.2.0/23,202.83.2.0,512,2025-07-30,,A928D486,ZALO PLATFORMS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,203.12.252.0/23,203.12.252.0,512,2025-07-30,,A927BE6E,VNG ONLINE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:ed40::/48,2001:df5:ed40::,48,2025-07-30,,A92B7674,AI SAO VANG JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2402:1e60::/32,2402:1e60::,32,2025-07-30,,A928D486,ZALO PLATFORMS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2402:1ea0::/32,2402:1ea0::,32,2025-07-30,,A927BE6E,VNG ONLINE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154105,154105,1,2025-07-30,,A928D486,ZALO PLATFORMS COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154106,154106,1,2025-07-30,,A927BE6E,VNG ONLINE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,198.56.22.0/23,198.56.22.0,512,2025-07-28,,A92E873E,SAVING SOLUTION TECHNOLOGY CORPORATION
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:e940::/48,2001:df5:e940::,48,2025-07-28,,A92E873E,SAVING SOLUTION TECHNOLOGY CORPORATION
apnic,vnnic,VN,Viet Nam,asn,AS154091,154091,1,2025-07-28,,A92E873E,SAVING SOLUTION TECHNOLOGY CORPORATION
apnic,vnnic,VN,Viet Nam,ipv4,165.101.252.0/23,165.101.252.0,512,2025-07-23,,A92910CF,"Cloud247 Tech Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:e6c0::/48,2001:df5:e6c0::,48,2025-07-23,,A92910CF,"Cloud247 Tech Co., Ltd."
apnic,vnnic,VN,Viet Nam,asn,AS154082,154082,1,2025-07-23,,A92910CF,"Cloud247 Tech Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv4,165.101.234.0/23,165.101.234.0,512,2025-07-20,,A92293D2,TOTBRAIN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:e3c0::/48,2001:df5:e3c0::,48,2025-07-20,,A92293D2,TOTBRAIN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154070,154070,1,2025-07-20,,A92293D2,TOTBRAIN COMPANY LIMITED
ripencc,,VN,Viet Nam,asn,AS206586,206586,1,2025-07-15,,b81c894b-f57a-4dc0-92d6-7309dfeb1a71,NobiDev Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.101.190.0/23,165.101.190.0,512,2025-07-14,,A92BFF42,Hanoi National University of Education
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:dbc0::/48,2001:df5:dbc0::,48,2025-07-14,,A92BFF42,Hanoi National University of Education
apnic,vnnic,VN,Viet Nam,asn,AS154053,154053,1,2025-07-14,,A92BFF42,Hanoi National University of Education
arin,,VN,Viet Nam,ipv4,23.141.116.0/24,23.141.116.0,256,2025-07-10,,b4381227afc594212f989610234edcbb,LOCATION POWELL LLC
arin,,VN,Viet Nam,ipv6,2602:f5ea::/36,2602:f5ea::,36,2025-07-10,,b4381227afc594212f989610234edcbb,LOCATION POWELL LLC
apnic,vnnic,VN,Viet Nam,ipv4,165.101.158.0/23,165.101.158.0,512,2025-07-09,,A92D2DBE,NEXTZEN TECHNOLOGY JOIN STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:d6c0::/48,2001:df5:d6c0::,48,2025-07-09,,A92487AC,Hoatoc company limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:d740::/48,2001:df5:d740::,48,2025-07-09,,A92D2DBE,NEXTZEN TECHNOLOGY JOIN STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS154042,154042,1,2025-07-09,,A92D2DBE,NEXTZEN TECHNOLOGY JOIN STOCK COMPANY
arin,,VN,Viet Nam,asn,AS401825,401825,1,2025-07-09,,b4381227afc594212f989610234edcbb,LOCATION POWELL LLC
apnic,vnnic,VN,Viet Nam,ipv4,165.101.114.0/23,165.101.114.0,512,2025-07-02,,A92C41EA,AI APPLICATION SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,165.101.116.0/23,165.101.116.0,512,2025-07-02,,A928D875,AI WEBSITE DESIGN SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:d040::/48,2001:df5:d040::,48,2025-07-02,,A925CC43,Global Data Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:d0c0::/48,2001:df5:d0c0::,48,2025-07-02,,A92C41EA,AI APPLICATION SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:d140::/48,2001:df5:d140::,48,2025-07-02,,A928D875,AI WEBSITE DESIGN SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154016,154016,1,2025-07-02,,A92C41EA,AI APPLICATION SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154017,154017,1,2025-07-02,,A928D875,AI WEBSITE DESIGN SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,165.101.90.0/23,165.101.90.0,512,2025-06-30,,A92B97BD,NOBIDEV COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,165.101.92.0/23,165.101.92.0,512,2025-06-30,,A929F7E8,"Olahost Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:cc40::/48,2001:df5:cc40::,48,2025-06-30,,A929F7E8,"Olahost Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,asn,AS154003,154003,1,2025-06-30,,A92B97BD,NOBIDEV COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS154004,154004,1,2025-06-30,,A929F7E8,"Olahost Technology Co., Ltd."
apnic,vnnic,VN,Viet Nam,ipv4,165.101.34.0/23,165.101.34.0,512,2025-06-19,,A92B29A1,Next Step Training Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.101.36.0/23,165.101.36.0,512,2025-06-19,,A9271CE6,Phong Phu Technology Infrastructure Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.101.38.0/23,165.101.38.0,512,2025-06-19,,A92B6AAC,"Phoenix Inferno Technology Co., Ltd"
apnic,vnnic,VN,Viet Nam,ipv4,165.101.40.0/23,165.101.40.0,512,2025-06-19,,A9210A42,Thanh Huyen Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.101.44.0/23,165.101.44.0,512,2025-06-19,,A92C4D36,Huong Ly Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.101.46.0/23,165.101.46.0,512,2025-06-19,,A92FCD2B,HIEUVPS TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c1c0::/48,2001:df5:c1c0::,48,2025-06-19,,A92B29A1,Next Step Training Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c240::/48,2001:df5:c240::,48,2025-06-19,,A9271CE6,Phong Phu Technology Infrastructure Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c2c0::/48,2001:df5:c2c0::,48,2025-06-19,,A92B6AAC,"Phoenix Inferno Technology Co., Ltd"
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c340::/48,2001:df5:c340::,48,2025-06-19,,A9210A42,Thanh Huyen Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c3c0::/48,2001:df5:c3c0::,48,2025-06-19,,A92C4D36,Huong Ly Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:c440::/48,2001:df5:c440::,48,2025-06-19,,A92FCD2B,HIEUVPS TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS139796,139796,1,2025-06-19,,A92B29A1,Next Step Training Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS142277,142277,1,2025-06-19,,A9271CE6,Phong Phu Technology Infrastructure Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS142284,142284,1,2025-06-19,,A92B6AAC,"Phoenix Inferno Technology Co., Ltd"
apnic,vnnic,VN,Viet Nam,asn,AS142549,142549,1,2025-06-19,,A9210A42,Thanh Huyen Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153982,153982,1,2025-06-19,,A92C4D36,Huong Ly Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153983,153983,1,2025-06-19,,A92FCD2B,HIEUVPS TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,165.101.16.0/23,165.101.16.0,512,2025-06-16,,A923B49C,Le Vu Technology Infrastructure Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:bdc0::/48,2001:df5:bdc0::,48,2025-06-16,,A923B49C,Le Vu Technology Infrastructure Services Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153976,153976,1,2025-06-16,,A923B49C,Le Vu Technology Infrastructure Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.99.232.0/23,165.99.232.0,512,2025-06-09,,A92EC9BE,WEB SERVER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,165.99.234.0/23,165.99.234.0,512,2025-06-09,,A9257E1D,VMON Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:b1c0::/48,2001:df5:b1c0::,48,2025-06-09,,A92EC9BE,WEB SERVER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:b240::/48,2001:df5:b240::,48,2025-06-09,,A9257E1D,VMON Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153958,153958,1,2025-06-09,,A92EC9BE,WEB SERVER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS153959,153959,1,2025-06-09,,A9257E1D,VMON Service Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.99.200.0/23,165.99.200.0,512,2025-06-04,,A92E27E4,Etelecom Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:aac0::/48,2001:df5:aac0::,48,2025-06-04,,A92E27E4,Etelecom Joint Stock Company
apnic,vnnic,VN,Viet Nam,ipv4,165.99.182.0/23,165.99.182.0,512,2025-06-02,,A92A2A15,ESECURE SOLUTION LIMITED COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:a540::/48,2001:df5:a540::,48,2025-06-02,,A92A2A15,ESECURE SOLUTION LIMITED COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS153941,153941,1,2025-06-02,,A92A2A15,ESECURE SOLUTION LIMITED COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,165.99.130.0/23,165.99.130.0,512,2025-05-26,,A923B9DA,CGD Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df5:9a40::/48,2001:df5:9a40::,48,2025-05-26,,A923B9DA,CGD Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,165.99.96.0/23,165.99.96.0,512,2025-05-20,,A9275C35,ANM Website Design Service Company Limited
